48,161,219
51,164,221
54,167,223
57,170,225
59,173,227
62,175,228
65,178,230
68,181,232
71,184,234
74,187,236
77,190,238
77,190,234
78,191,231
78,192,227
79,193,224
79,194,220
80,194,217
81,195,213
81,196,210
82,197,206
82,198,203
83,198,200
84,199,196
84,200,193
85,201,189
85,202,186
86,202,182
87,203,179
87,204,175
88,205,172
88,206,168
89,206,165
90,207,162
90,208,158
91,209,155
91,210,151
92,210,148
93,211,144
93,212,141
94,213,137
94,214,134
95,215,131
96,215,127
96,216,124
97,217,120
97,218,117
98,219,113
99,219,110
99,220,106
100,221,103
100,222,99
101,223,96
102,223,93
102,224,89
103,225,86
103,226,82
104,227,79
105,227,75
105,228,72
106,229,68
106,230,65
107,231,61
108,231,58
108,232,55
109,233,51
109,234,48
110,235,44
111,235,41
111,236,37
112,237,34
112,238,30
113,239,27
114,240,24
117,240,23
121,240,22
124,241,22
128,241,21
132,241,20
135,242,20
139,242,19
142,243,19
146,243,18
150,243,17
153,244,17
157,244,16
161,245,16
164,245,15
168,245,14
171,246,14
175,246,13
179,246,12
182,247,12
186,247,11
189,248,11
193,248,10
197,248,9
200,249,9
204,249,8
208,250,8
211,250,7
215,250,6
218,251,6
222,251,5
226,251,4
229,252,4
233,252,3
236,253,3
240,253,2
244,253,1
247,254,1
251,254,0
